document_completeness,required_field_completeness,eligibility_pass_ratio,budget_consistency,certificate_validity,contradiction_count,duplicate_similarity,suspicious_indicator_count,document_quality,proposal_quality,project_feasibility,environmental_impact,extraction_confidence,risk_class,risk_score,quality_score
0.56,0.52,0.92,0.57,0.59,5,0.56,3,0.6,0.7,0.55,0.53,0.58,MEDIUM,64.3,45.3
0.56,0.4,0.48,0.53,0.52,2,0.29,3,0.44,0.71,0.58,0.36,0.5,HIGH,72.2,43.3
0.6,0.57,0.54,0.38,0.5,4,0.05,4,0.67,0.8,0.74,0.69,0.65,MEDIUM,55.5,45.1
0.83,0.74,0.87,0.95,0.66,3,0.17,2,0.8,0.78,0.81,0.88,0.81,LOW,20.6,73.6
0.4,0.57,0.78,0.56,0.37,0,0.24,3,0.48,0.61,0.59,0.86,0.5,MEDIUM,42.3,58.9
0.86,1.0,1.0,0.79,0.99,1,0.19,0,0.85,1.0,1.0,0.91,0.89,LOW,0.0,96.3
0.84,0.53,0.46,0.69,0.41,3,0.3,3,0.66,0.66,0.73,0.61,0.71,MEDIUM,60.7,63.6
0.65,0.51,0.41,0.25,0.48,5,0.27,2,0.4,0.62,0.25,0.34,0.5,HIGH,74.8,34.3
0.78,0.68,0.93,1.0,0.79,0,0.0,0,0.88,0.94,0.87,0.68,0.79,LOW,1.3,65.1
0.91,1.0,0.95,0.69,1.0,0,0.14,0,0.91,1.0,0.63,1.0,1.0,LOW,0.0,73.0
1.0,0.97,1.0,1.0,0.95,1,0.08,2,1.0,1.0,0.73,0.66,1.0,LOW,0.3,95.2
0.74,0.56,0.51,0.49,0.64,1,0.12,1,0.59,0.81,0.79,0.42,0.62,MEDIUM,39.4,62.0
0.4,0.4,0.37,0.25,0.47,2,0.53,1,0.3,0.44,0.43,0.33,0.5,HIGH,75.0,38.5
0.41,0.56,0.57,0.73,0.52,1,0.37,4,0.71,0.66,0.78,0.61,0.57,MEDIUM,51.5,64.7
0.55,0.77,0.41,0.55,0.49,2,0.18,6,0.63,0.44,0.68,0.49,0.62,HIGH,67.7,51.1
0.56,0.55,0.3,0.56,0.51,0,0.45,2,0.3,0.58,0.58,0.34,0.58,MEDIUM,53.7,40.7
0.97,0.78,0.78,0.88,0.9,2,0.39,1,0.81,0.8,0.79,0.5,1.0,LOW,16.6,59.8
0.63,0.51,0.61,0.51,0.34,2,0.47,0,0.49,0.73,0.31,0.79,0.59,MEDIUM,52.2,49.9
0.49,0.65,0.35,0.39,0.58,3,0.21,4,0.65,0.62,0.57,0.61,0.62,HIGH,68.1,55.6
0.63,0.61,0.62,0.42,0.78,2,0.57,2,0.63,0.74,0.47,0.56,0.6,MEDIUM,50.6,41.0
0.4,0.4,0.33,0.27,0.33,7,0.76,3,0.49,0.44,0.31,0.3,0.5,HIGH,100.0,31.3
0.58,0.71,0.68,0.66,0.66,0,0.58,2,0.55,0.66,0.7,0.64,0.51,MEDIUM,34.8,58.4
0.97,1.0,0.95,0.93,0.97,3,0.22,1,0.86,0.94,0.83,0.85,0.89,LOW,5.7,73.4
0.82,0.52,0.8,0.55,0.6,4,0.2,2,0.68,0.62,0.85,0.75,0.5,MEDIUM,36.6,65.2
0.88,0.92,0.95,0.8,0.64,1,0.03,2,1.0,1.0,0.66,1.0,0.86,LOW,19.7,100.0
0.62,0.6,0.91,1.0,0.54,0,0.41,0,0.66,0.83,0.88,0.66,0.69,LOW,23.2,61.8
0.4,0.4,0.3,0.25,0.2,6,0.67,2,0.31,0.38,0.25,0.47,0.5,HIGH,100.0,17.7
0.5,0.76,0.46,0.44,0.74,2,0.28,2,0.51,0.72,0.57,0.61,0.65,MEDIUM,60.2,48.1
0.63,0.49,0.61,0.59,0.52,0,0.15,1,0.71,0.32,0.68,0.65,0.74,MEDIUM,35.0,59.6
0.63,0.7,0.63,0.55,0.77,1,0.34,2,0.55,0.61,0.53,0.52,0.85,MEDIUM,43.5,52.7
0.66,0.7,0.48,0.46,0.52,2,0.39,3,0.59,0.39,0.45,0.7,0.5,MEDIUM,55.7,45.7
0.94,0.9,1.0,0.89,0.94,2,0.36,0,0.89,1.0,0.99,0.99,1.0,LOW,8.1,69.3
0.49,0.4,0.3,0.28,0.2,10,0.79,2,0.3,0.3,0.27,0.37,0.5,HIGH,100.0,24.5
0.53,0.4,0.3,0.35,0.33,4,0.57,2,0.49,0.37,0.26,0.53,0.5,HIGH,86.4,18.9
0.68,0.6,0.34,0.55,0.57,4,0.17,0,0.68,0.51,0.38,0.71,0.59,MEDIUM,54.5,51.3
0.61,0.79,1.0,0.94,0.92,1,0.18,0,0.75,0.88,0.94,0.7,0.6,LOW,13.3,94.7
0.63,0.48,0.47,0.77,0.69,0,0.32,3,0.76,0.54,0.63,0.52,0.6,MEDIUM,58.7,51.8
0.82,0.83,0.81,0.74,0.78,2,0.25,0,0.77,0.69,0.72,0.61,0.8,LOW,21.6,82.2
0.4,0.4,0.3,0.25,0.23,5,0.38,6,0.3,0.38,0.26,0.47,0.5,HIGH,100.0,21.3
0.63,0.69,0.52,1.0,0.46,2,0.31,2,0.68,0.59,0.57,0.3,0.56,MEDIUM,43.9,44.1
0.48,0.63,0.68,0.37,0.79,4,0.3,1,0.39,0.41,0.75,0.83,0.73,MEDIUM,47.2,36.3
0.55,0.48,0.48,0.31,0.58,2,0.45,0,0.48,0.5,0.58,0.3,0.58,MEDIUM,55.4,37.7
0.76,0.92,1.0,0.79,0.86,1,0.08,0,1.0,0.97,0.93,0.95,0.91,LOW,1.8,71.5
0.4,0.4,0.55,0.25,0.27,1,0.43,7,0.3,0.42,0.3,0.38,0.5,HIGH,98.0,31.2
0.94,0.79,0.95,0.76,0.74,1,0.14,0,0.88,0.81,0.9,0.94,0.88,LOW,0.0,82.2
0.4,0.4,0.47,0.25,0.31,6,0.86,5,0.43,0.49,0.25,0.37,0.5,HIGH,100.0,29.1
0.92,1.0,0.88,0.94,0.88,2,0.28,0,0.93,0.97,1.0,1.0,1.0,LOW,5.3,91.5
0.8,0.76,0.84,1.0,0.88,4,0.14,0,0.78,0.8,0.86,0.87,0.87,LOW,5.5,64.4
0.71,0.55,0.54,0.63,0.6,5,0.1,1,0.6,0.37,0.48,0.77,0.6,MEDIUM,46.8,45.8
0.49,0.59,0.31,0.52,0.22,1,0.47,5,0.56,0.44,0.37,0.46,0.58,HIGH,77.0,40.2
1.0,0.97,1.0,0.81,0.76,0,0.13,1,0.92,1.0,0.83,1.0,1.0,LOW,0.0,100.0
0.4,0.4,0.41,0.45,0.23,2,0.37,3,0.3,0.3,0.45,0.2,0.5,HIGH,83.9,18.5
0.45,0.58,0.85,0.4,0.39,2,0.33,3,0.3,0.65,0.56,0.61,0.55,HIGH,65.3,37.5
0.4,0.4,0.3,0.51,0.29,4,0.51,5,0.54,0.59,0.55,0.78,0.5,HIGH,99.3,37.6
0.79,0.92,0.9,0.89,0.91,1,0.18,2,0.8,0.92,0.97,1.0,0.73,LOW,11.2,95.7
0.49,0.51,0.62,0.52,0.44,4,0.2,3,0.39,0.53,0.53,0.65,0.56,MEDIUM,59.8,51.1
0.45,0.73,0.85,0.81,0.74,5,0.22,2,0.47,0.56,0.61,0.37,0.68,MEDIUM,48.2,52.5
0.74,0.64,0.77,0.48,0.56,1,0.22,3,0.5,0.66,0.51,0.63,0.51,MEDIUM,41.1,53.9
0.48,0.66,0.75,0.46,0.72,2,0.19,3,0.74,0.74,0.72,0.21,0.76,MEDIUM,46.1,51.9
0.94,1.0,0.97,0.8,0.69,2,0.2,1,1.0,1.0,1.0,1.0,1.0,LOW,3.7,98.2
0.7,0.86,0.81,0.75,1.0,2,0.32,2,0.76,1.0,0.55,0.76,0.72,LOW,28.1,57.0
0.87,0.94,1.0,1.0,0.96,1,0.03,1,0.88,1.0,1.0,1.0,0.83,LOW,0.0,77.9
0.46,0.57,0.72,0.43,0.73,3,0.27,2,0.47,0.91,0.68,0.75,0.5,MEDIUM,52.6,62.4
0.84,0.88,0.63,0.74,0.85,1,0.07,0,0.76,0.96,0.89,0.79,0.94,LOW,9.7,72.4
0.4,0.52,0.33,0.26,0.2,1,0.28,5,0.44,0.3,0.25,0.2,0.5,HIGH,100.0,31.2
1.0,0.93,0.75,0.88,0.63,3,0.37,3,1.0,0.77,0.89,0.71,0.99,MEDIUM,37.8,91.5
0.57,0.64,0.62,0.71,0.58,4,0.37,0,0.49,0.64,0.68,0.5,0.84,MEDIUM,51.8,63.6
0.73,0.58,0.62,0.6,0.5,1,0.29,1,0.58,0.59,0.65,0.69,0.5,LOW,41.7,77.6
0.42,0.68,0.55,0.77,0.47,0,0.48,2,0.51,0.61,0.75,0.46,0.53,MEDIUM,51.2,42.1
0.4,0.4,0.3,0.38,0.27,4,0.35,6,0.3,0.3,0.25,0.34,0.5,HIGH,100.0,13.8
0.59,0.58,0.5,0.68,0.77,3,0.38,1,0.58,0.6,0.48,0.67,0.54,MEDIUM,46.9,71.6
0.4,0.42,0.31,0.6,0.33,7,0.66,8,0.53,0.3,0.27,0.68,0.5,HIGH,100.0,9.9
0.58,0.4,0.41,0.79,0.61,3,0.56,2,0.64,0.43,0.63,0.62,0.5,MEDIUM,59.9,41.7
0.78,1.0,0.95,0.95,0.9,0,0.15,1,0.96,0.88,1.0,0.73,1.0,LOW,1.6,66.5
0.53,0.49,0.46,0.58,0.42,2,0.55,2,0.56,0.31,0.45,0.47,0.71,MEDIUM,65.5,42.5
0.92,0.89,0.87,0.7,0.91,0,0.05,1,0.86,0.99,0.7,0.71,0.79,LOW,0.0,74.4
0.64,0.66,0.58,0.6,0.58,1,0.4,2,0.73,0.33,0.65,0.48,0.67,MEDIUM,40.1,53.1
0.76,0.7,0.75,0.87,1.0,0,0.0,1,0.86,0.97,1.0,0.62,0.76,LOW,9.4,75.4
0.4,0.41,0.3,0.34,0.2,4,0.65,5,0.3,0.33,0.25,0.35,0.52,HIGH,100.0,16.4
0.62,0.49,0.75,0.65,0.52,1,0.42,2,0.58,0.44,0.61,0.4,0.5,LOW,36.1,51.0
0.82,0.66,0.84,0.66,0.86,3,0.29,4,0.68,0.31,0.53,0.72,0.73,MEDIUM,35.7,57.3
0.79,0.74,1.0,0.68,1.0,1,0.0,1,1.0,1.0,0.67,0.61,0.9,LOW,6.1,84.5
0.5,0.4,0.3,0.26,0.74,3,0.64,4,0.46,0.3,0.47,0.2,0.5,HIGH,85.0,17.0
0.64,0.66,0.61,0.6,0.81,2,0.18,0,0.59,0.62,0.82,0.78,0.63,LOW,32.2,57.3
0.66,0.93,0.59,0.69,0.71,1,0.25,1,0.82,0.78,0.68,0.87,0.53,LOW,29.9,69.0
1.0,1.0,0.99,0.7,1.0,0,0.33,1,0.96,0.71,0.82,0.74,0.76,LOW,1.4,84.9
0.7,0.68,0.68,0.46,0.53,4,0.09,4,0.69,0.69,0.43,0.61,0.5,MEDIUM,48.4,48.6
0.77,1.0,0.73,0.96,0.98,0,0.1,3,1.0,0.83,0.96,0.69,0.91,LOW,8.3,91.0
1.0,0.91,1.0,0.94,0.93,0,0.0,1,0.92,0.9,0.93,0.92,0.95,LOW,0.0,93.1
0.41,0.4,0.3,0.49,0.28,6,0.25,8,0.32,0.4,0.36,0.33,0.5,HIGH,100.0,19.4
0.71,0.53,0.59,0.7,0.58,4,0.08,2,0.76,0.63,0.81,0.69,0.5,MEDIUM,47.3,63.7
1.0,0.9,0.93,0.96,0.73,1,0.05,4,0.87,1.0,0.91,0.68,0.96,LOW,13.1,81.7
0.63,0.54,0.85,0.42,0.51,0,0.18,3,0.44,0.49,0.63,0.78,0.74,MEDIUM,54.0,64.5
0.89,0.9,1.0,0.93,1.0,1,0.0,1,0.83,0.73,0.95,1.0,0.89,LOW,0.0,93.7
0.73,0.63,0.54,0.59,0.62,4,0.3,2,0.61,0.48,0.66,0.78,0.73,MEDIUM,55.9,47.1
0.59,0.61,0.59,0.48,0.44,0,0.11,1,0.43,0.71,0.55,0.85,0.53,MEDIUM,43.1,58.8
0.88,0.93,1.0,1.0,1.0,2,0.22,3,0.88,0.81,1.0,0.73,0.94,LOW,0.0,80.9
0.84,0.95,0.66,0.93,0.83,0,0.0,2,0.9,0.92,1.0,0.76,0.87,LOW,7.4,83.3
0.67,0.7,0.62,0.7,0.67,4,0.58,3,0.75,0.39,0.64,0.61,0.62,MEDIUM,56.4,41.6
0.87,0.93,0.64,0.75,0.65,1,0.11,0,0.87,0.92,0.81,0.7,0.91,LOW,17.0,68.4
0.69,0.49,0.78,0.6,0.43,5,0.38,4,0.49,0.8,0.7,0.51,0.55,MEDIUM,62.5,42.8
0.76,0.74,0.89,0.93,0.96,1,0.04,0,0.7,1.0,0.75,0.63,0.87,LOW,12.9,77.9
0.83,0.86,0.93,0.87,0.81,0,0.17,0,1.0,0.95,0.89,1.0,0.92,LOW,0.0,87.4
0.43,0.4,0.61,0.61,0.59,4,0.3,3,0.47,0.47,0.58,0.58,0.5,MEDIUM,62.3,62.8
0.79,0.43,0.55,0.5,0.65,2,0.32,0,0.41,0.48,0.69,0.56,0.62,MEDIUM,44.6,57.2
0.4,0.4,0.39,0.25,0.23,8,0.61,4,0.3,0.46,0.25,0.2,0.5,HIGH,100.0,22.7
0.7,0.66,0.34,0.28,0.22,5,0.69,3,0.57,0.3,0.4,0.2,0.52,HIGH,87.0,28.6
0.88,0.75,0.86,0.77,0.82,1,0.01,0,0.73,0.73,0.93,0.87,0.79,LOW,9.2,98.5
0.47,0.4,0.6,0.71,0.45,2,0.46,1,0.3,0.67,0.66,0.29,0.54,MEDIUM,59.3,36.1
0.74,0.89,0.79,1.0,0.55,0,0.11,2,0.84,0.92,0.88,0.94,0.81,LOW,19.9,97.8
0.88,0.8,1.0,0.88,0.78,1,0.22,0,0.86,0.91,0.94,1.0,0.91,LOW,6.7,94.8
0.93,0.91,0.89,0.83,0.91,1,0.0,0,1.0,0.72,0.68,0.8,0.97,LOW,1.3,78.8
0.76,0.75,0.44,0.58,0.45,5,0.26,1,0.8,0.54,0.48,0.26,0.56,MEDIUM,57.9,30.9
0.77,0.92,0.71,0.9,0.8,1,0.0,0,0.82,0.66,0.78,0.86,0.9,LOW,11.4,76.6
0.83,0.91,0.87,1.0,0.72,0,0.15,1,0.82,0.92,0.87,0.67,1.0,LOW,10.0,92.0
0.88,0.89,0.63,0.86,0.54,1,0.02,1,0.92,1.0,1.0,0.92,1.0,LOW,9.9,91.1
0.4,0.4,0.41,0.44,0.38,6,0.18,3,0.5,0.51,0.39,0.33,0.5,HIGH,83.8,37.4
0.43,0.41,0.38,0.28,0.51,7,0.85,3,0.5,0.44,0.3,0.5,0.5,HIGH,100.0,30.2
0.4,0.4,0.3,0.25,0.2,7,0.46,5,0.3,0.39,0.41,0.29,0.5,HIGH,100.0,2.5
0.43,0.47,0.55,0.28,0.43,5,0.28,4,0.38,0.48,0.43,0.31,0.53,HIGH,80.8,38.5
0.95,0.99,0.75,1.0,0.96,1,0.19,1,0.76,1.0,0.92,1.0,0.92,LOW,4.2,100.0
0.75,1.0,0.86,0.86,0.79,1,0.07,2,0.91,1.0,0.62,0.89,0.73,LOW,16.6,62.2
0.4,0.4,0.41,0.25,0.23,6,0.63,6,0.3,0.51,0.25,0.61,0.5,HIGH,100.0,32.4
0.87,0.94,0.92,1.0,0.89,4,0.38,0,0.65,0.75,0.9,0.91,0.83,LOW,20.1,86.0
0.4,0.65,0.57,0.52,0.27,4,0.37,2,0.54,0.57,0.48,0.55,0.69,MEDIUM,59.6,49.4
0.4,0.4,0.41,0.25,0.25,2,0.59,1,0.3,0.44,0.25,0.2,0.5,HIGH,79.3,21.2
0.45,0.4,0.31,0.45,0.47,9,0.56,3,0.61,0.5,0.32,0.61,0.51,HIGH,96.8,37.9
0.46,0.4,0.41,0.44,0.44,3,0.25,1,0.39,0.49,0.52,0.54,0.5,MEDIUM,59.7,27.8
0.55,0.53,0.63,0.58,0.41,0,0.0,1,0.46,0.6,0.54,0.42,0.61,MEDIUM,36.3,67.3
0.62,0.62,0.73,0.76,0.74,1,0.27,2,0.75,0.56,0.62,0.47,0.51,MEDIUM,41.3,47.8
0.61,0.55,0.3,0.32,0.46,5,0.65,2,0.3,0.36,0.25,0.2,0.5,HIGH,86.8,29.2
0.43,0.52,0.47,0.57,0.77,5,0.15,3,0.56,0.52,0.45,0.76,0.5,MEDIUM,58.3,56.0
0.48,0.4,0.3,0.25,0.21,7,0.72,0,0.3,0.3,0.25,0.2,0.5,HIGH,100.0,28.4
0.98,1.0,1.0,1.0,0.73,1,0.11,3,0.84,0.94,0.99,1.0,1.0,LOW,7.1,100.0
0.64,0.56,0.59,0.76,0.43,4,0.0,3,0.81,0.89,0.78,0.2,0.82,MEDIUM,47.7,67.2
0.4,0.4,0.41,0.65,0.27,7,0.68,1,0.3,0.46,0.45,0.56,0.5,HIGH,95.7,29.2
0.93,0.8,0.87,0.9,0.91,2,0.0,0,0.91,0.85,0.7,1.0,1.0,LOW,0.1,88.4
0.63,0.64,0.65,0.6,0.56,1,0.63,2,0.93,0.81,0.66,0.85,0.67,MEDIUM,32.9,61.3
1.0,0.75,1.0,0.88,0.76,1,0.08,0,0.86,0.91,0.9,0.84,0.82,LOW,2.4,73.6
0.74,0.87,0.56,0.82,0.81,1,0.0,1,0.72,0.83,0.5,0.88,0.81,LOW,21.0,75.3
0.41,0.45,0.45,0.33,0.62,1,0.4,3,0.3,0.36,0.25,0.2,0.54,MEDIUM,69.0,0.0
0.4,0.48,0.3,0.25,0.38,1,0.26,1,0.37,0.5,0.25,0.49,0.5,HIGH,78.9,36.0
0.51,0.4,0.39,0.37,0.47,7,0.82,5,0.46,0.3,0.43,0.28,0.5,HIGH,100.0,26.1
0.6,0.81,0.47,0.63,0.52,6,0.15,0,0.47,0.6,0.59,0.66,0.62,MEDIUM,52.0,55.0
0.63,0.52,0.96,0.52,0.48,2,0.44,2,0.71,0.78,0.52,0.68,0.68,MEDIUM,42.2,62.2
0.89,0.96,0.66,0.87,0.93,1,0.0,0,0.89,0.84,0.98,0.55,0.98,LOW,7.2,86.5
0.62,0.59,0.44,0.59,0.58,6,0.35,3,0.52,0.65,0.55,0.62,0.7,HIGH,78.3,48.9
0.4,0.4,0.3,0.33,0.36,4,0.59,6,0.3,0.43,0.36,0.2,0.5,HIGH,100.0,17.0
0.88,0.63,0.67,0.48,0.7,5,0.17,2,0.55,0.67,0.69,0.58,0.5,MEDIUM,40.6,37.9
0.79,0.7,0.68,0.89,0.85,1,0.29,0,0.71,0.75,0.89,0.79,0.86,LOW,23.9,57.5
0.76,0.89,0.86,0.96,0.7,3,0.11,2,0.82,0.81,1.0,0.76,0.9,LOW,18.8,73.9
0.87,0.71,0.84,0.96,0.84,2,0.03,0,0.88,1.0,0.93,0.9,0.84,LOW,12.1,87.5
0.94,0.89,0.86,0.88,0.66,1,0.0,0,1.0,1.0,0.92,1.0,0.75,LOW,0.0,88.3
0.68,0.54,0.56,0.69,0.38,2,0.44,4,0.64,0.77,0.5,0.66,0.67,HIGH,64.0,57.3
0.78,0.75,0.87,0.77,1.0,4,0.19,1,1.0,0.95,0.96,0.65,0.79,LOW,13.8,67.7
0.4,0.4,0.42,0.31,0.26,4,0.53,4,0.3,0.32,0.41,0.23,0.5,HIGH,100.0,20.6
0.41,0.4,0.6,0.56,0.36,0,0.64,6,0.31,0.41,0.52,0.4,0.5,HIGH,82.3,27.2
0.4,0.4,0.34,0.57,0.32,1,0.6,5,0.3,0.39,0.42,0.49,0.5,HIGH,91.8,23.8
0.42,0.46,0.4,0.82,0.77,4,0.49,0,0.71,0.54,0.76,0.4,0.67,HIGH,56.3,49.1
0.4,0.4,0.3,0.37,0.62,10,0.57,4,0.3,0.3,0.25,0.3,0.5,HIGH,100.0,16.9
0.4,0.4,0.3,0.77,0.3,8,0.72,3,0.3,0.48,0.25,0.2,0.5,HIGH,100.0,27.4
0.99,0.79,0.76,0.89,0.61,0,0.0,1,0.92,0.97,1.0,1.0,0.67,LOW,5.7,88.5
0.49,0.64,0.55,0.56,0.53,2,0.33,2,0.7,0.67,0.59,0.22,0.55,MEDIUM,49.0,37.1
0.4,0.4,0.46,0.25,0.42,1,0.45,2,0.3,0.35,0.25,0.25,0.5,HIGH,77.0,20.0
0.4,0.4,0.4,0.53,0.51,7,0.66,4,0.3,0.43,0.25,0.3,0.5,HIGH,100.0,35.4
0.96,0.96,1.0,0.87,0.89,1,0.16,0,0.93,0.88,0.9,1.0,1.0,LOW,0.0,79.3
0.94,0.66,0.66,0.91,1.0,0,0.03,0,1.0,0.85,0.8,0.51,0.86,LOW,3.3,76.4
0.6,0.65,0.64,0.52,0.74,1,0.32,2,0.52,0.82,0.74,0.65,0.5,MEDIUM,46.5,53.0
1.0,1.0,1.0,0.81,1.0,0,0.0,0,0.88,1.0,0.72,1.0,1.0,LOW,0.0,100.0
0.4,0.4,0.3,0.39,0.2,1,0.62,5,0.3,0.3,0.25,0.42,0.5,HIGH,100.0,12.9
0.81,0.88,0.74,0.89,0.67,2,0.09,1,0.77,1.0,0.86,0.78,0.89,LOW,18.3,66.6
0.58,0.72,0.49,0.44,0.61,4,0.33,0,0.56,0.65,0.69,0.38,0.54,MEDIUM,46.9,55.9
0.97,0.91,0.93,1.0,0.82,1,0.0,0,0.88,0.96,1.0,0.92,0.93,LOW,0.0,89.6
0.91,0.65,0.51,0.55,0.88,5,0.63,1,0.59,0.58,0.47,0.45,0.66,MEDIUM,55.3,60.5
0.52,0.54,0.67,0.56,0.53,1,0.51,4,0.64,0.72,0.39,0.91,0.66,MEDIUM,55.1,55.7
0.4,0.4,0.66,0.29,0.39,10,0.48,0,0.42,0.3,0.34,0.42,0.58,HIGH,90.6,21.0
0.49,0.67,0.5,0.46,0.5,2,0.16,3,0.54,0.48,0.66,0.54,0.63,MEDIUM,58.6,54.1
0.87,0.95,0.82,0.94,0.86,0,0.0,0,0.9,1.0,0.77,1.0,0.85,LOW,2.3,100.0
0.75,0.68,0.96,0.83,0.61,0,0.0,1,0.95,0.77,0.66,0.81,0.84,LOW,9.6,96.8
0.9,0.91,0.92,0.88,0.97,5,0.22,1,0.96,0.91,0.81,1.0,0.8,LOW,12.8,86.2
1.0,0.72,1.0,0.97,0.82,3,0.11,1,0.75,0.73,1.0,0.77,0.9,LOW,13.2,83.5
0.78,0.74,0.66,0.58,0.64,1,0.41,2,0.68,0.71,0.9,0.89,0.72,MEDIUM,36.7,80.0
0.79,0.81,1.0,0.81,0.93,1,0.03,0,0.94,1.0,1.0,0.94,1.0,LOW,1.0,95.1
0.5,0.66,0.46,0.67,0.58,5,0.49,2,0.48,0.54,0.63,0.38,0.71,HIGH,69.7,28.9
0.85,0.9,0.73,0.72,0.92,2,0.35,0,0.87,0.77,0.78,1.0,0.89,LOW,14.3,85.8
0.4,0.4,0.3,0.3,0.2,7,0.56,6,0.3,0.33,0.47,0.33,0.5,HIGH,100.0,20.0
0.72,0.57,0.94,0.7,0.84,4,0.3,4,0.67,0.75,0.5,0.74,0.82,MEDIUM,46.1,70.3
0.52,0.48,0.59,0.49,0.27,8,0.72,5,0.3,0.68,0.43,0.32,0.5,HIGH,100.0,32.1
0.78,0.55,0.35,0.52,0.55,1,0.36,2,0.54,0.56,0.55,0.68,0.59,MEDIUM,53.8,36.1
0.86,0.79,0.81,0.76,0.77,1,0.32,2,0.79,0.97,0.71,1.0,0.79,LOW,21.7,78.9
0.7,0.7,0.45,0.55,0.35,4,0.28,1,0.5,0.69,0.57,0.61,0.52,MEDIUM,54.2,53.0
0.74,0.81,0.59,0.93,0.74,2,0.34,1,0.85,0.64,0.84,0.83,0.8,LOW,18.2,81.3
0.47,0.56,0.72,0.78,0.61,4,0.44,0,0.56,0.71,0.68,0.67,0.56,MEDIUM,49.9,43.1
0.69,0.51,0.55,0.56,0.51,2,0.16,1,0.6,0.66,0.56,0.39,0.61,MEDIUM,43.3,46.6
0.95,0.88,0.95,0.89,0.93,2,0.0,2,0.75,0.88,0.89,0.84,0.86,LOW,8.6,77.6
0.63,0.61,0.45,0.46,0.61,1,0.23,0,0.56,0.58,0.69,0.52,0.52,MEDIUM,44.4,39.0
0.86,0.92,0.85,0.8,0.7,1,0.04,0,0.56,0.71,0.7,0.7,0.79,LOW,8.2,74.7
0.86,0.83,0.92,0.78,1.0,1,0.08,0,0.89,0.93,1.0,0.91,1.0,LOW,0.0,100.0
0.95,0.85,0.63,0.72,0.91,0,0.39,1,1.0,0.88,0.65,0.7,0.81,LOW,9.9,79.8
0.4,0.4,0.34,0.25,0.4,2,0.36,7,0.43,0.3,0.3,0.2,0.5,HIGH,97.1,42.9
0.83,0.97,1.0,0.69,1.0,2,0.32,0,0.82,0.84,0.89,0.62,0.83,LOW,1.7,86.4
1.0,0.97,0.82,1.0,0.95,1,0.01,2,0.91,1.0,0.71,0.65,0.91,LOW,11.4,80.8
1.0,0.91,1.0,0.63,0.67,0,0.0,0,0.98,0.86,0.75,0.92,1.0,LOW,0.0,88.7
0.6,0.63,0.6,0.66,0.47,4,0.0,4,0.54,0.6,0.69,0.85,0.68,MEDIUM,52.9,49.4
0.74,0.62,0.92,0.84,0.87,2,0.01,1,0.85,0.9,0.86,1.0,0.8,LOW,11.8,91.0
0.5,0.7,0.54,0.53,0.54,1,0.2,3,0.43,0.9,0.65,0.46,0.62,MEDIUM,46.0,62.6
0.78,0.71,0.96,0.77,0.91,0,0.3,0,0.68,0.9,0.74,0.84,0.93,LOW,7.1,54.6
0.5,0.67,0.71,0.43,0.48,1,0.17,1,0.55,0.78,0.61,0.58,0.6,LOW,35.5,67.2
0.75,0.73,0.89,0.89,0.69,0,0.15,1,0.81,0.78,0.66,0.71,0.68,LOW,17.5,59.4
0.73,0.57,0.6,0.72,0.98,2,0.0,0,0.57,0.78,0.69,0.76,0.62,LOW,18.4,44.7
0.72,0.93,0.67,0.84,0.79,3,0.04,3,0.88,0.72,0.83,0.64,0.71,LOW,23.2,61.9
0.88,0.81,0.92,0.83,0.78,1,0.14,0,0.88,0.94,0.65,0.57,0.89,LOW,8.5,65.3
0.62,0.8,0.94,0.53,0.87,1,0.23,0,0.76,0.94,0.69,0.85,0.75,LOW,18.8,88.6
0.8,0.79,0.66,0.89,0.81,0,0.05,0,0.93,0.98,0.94,0.7,0.69,LOW,12.8,73.7
0.66,0.8,0.72,0.87,0.82,1,0.2,0,0.65,1.0,0.57,0.66,0.62,LOW,22.6,66.3
0.83,0.86,0.85,0.9,0.99,0,0.26,1,0.99,0.93,0.85,1.0,0.77,LOW,13.6,98.8
0.44,0.5,0.3,0.69,0.57,2,0.2,2,0.46,0.52,0.51,0.54,0.5,MEDIUM,59.8,40.7
0.4,0.44,0.46,0.38,0.41,5,0.53,3,0.3,0.3,0.54,0.24,0.5,HIGH,95.9,16.2
0.81,0.98,0.85,0.81,0.93,1,0.0,1,1.0,0.94,0.63,0.84,0.73,LOW,2.2,86.0
0.4,0.4,0.44,0.25,0.55,3,0.39,3,0.43,0.3,0.52,0.38,0.5,HIGH,73.6,18.1
0.95,0.99,0.86,0.88,1.0,1,0.01,1,0.96,0.89,0.53,1.0,0.91,LOW,8.3,93.3
0.82,0.85,0.72,0.97,0.82,1,0.0,0,0.96,0.71,0.9,0.92,0.92,LOW,8.4,68.6
0.92,0.9,0.84,0.66,0.74,2,0.01,1,0.88,0.84,0.69,0.89,0.98,LOW,5.8,99.7
0.4,0.4,0.3,0.43,0.22,6,0.65,4,0.3,0.3,0.43,0.36,0.5,HIGH,100.0,23.4
0.46,0.62,0.41,0.66,0.39,4,0.42,1,0.59,0.4,0.51,0.57,0.58,MEDIUM,58.2,33.2
0.63,0.77,0.6,0.6,0.69,3,0.4,0,0.64,0.48,0.67,0.37,0.65,MEDIUM,52.0,69.0
